userId,movieId,rating
A3OJFPKMCXKOM0,B0007DKNSE,4.0
A2B9Y0WXNSN17U,067001012X,4.0
AHD101501WCN1,067001012X,5.0
A13G1TKIKHGV3F,0756606926,5.0
AQQLWCMRNDFGI,0756606926,5.0
A32ZKBXJJ45BRY,0975318004,5.0
A2TXR85WQLE32N,0141011890,4.0
A3E8QNDC7CV44,0141011890,4.0
A2B1GZIRD6W646,0141011890,4.0
A14OJS0VWMOSWO,1564966755,5.0
A2O9HU1K7TCF7B,B000HU0H2E,3.0
A1IU7S4HCK1XK0,3125171326,5.0
A2F540P3L6P5CL,B0007FSDKC,5.0
A2TXR85WQLE32N,B0007F8Q9K,4.0
A1LMBM1N4EXS5W,B0008637GU,5.0
A1LMBM1N4EXS5W,B0008637GU,5.0
A1DQZBHEU98PBT,0792799860,3.0
A2BZCHIDR5FTYA,0792799860,5.0
A1IOJE0W1NXOSE,0792799860,4.0
A2PWUIQG57O1AZ,0792799860,3.0
AUTBHG6070SL4,0521200431,4.0
AFVQZQ8PW0L,0505524228,5.0
A3BIWTN2DA0YY2,B0006ANRXG,5.0
A1G37DFO8MQW0M,B0006ANRXG,4.0
A4FX5YCJA630V,B0006ANRXG,3.0
A3MV1KKHX51FYT,B0006ANRXG,4.0
A1L43KWWR05PCS,B0006DM4E6,4.0
A1L43KWWR05PCS,B0006DM4E6,4.0
A39650P2CZUUC9,B0006DM4E6,4.0
A2GBJQ9THOYDAJ,B0006DM4E6,5.0
A2VG0RY3EUWZKB,B0006DM4E6,4.0
A3M174IC0VXOS2,B0006DM4E6,5.0
A1L43KWWR05PCS,B0006DM4E6,4.0
AHD101501WCN1,0671005693,5.0
A14OJS0VWMOSWO,096278415X,5.0
A3QVAKVRAH657N,0312929358,3.0
A96K1ZGW56S2I,156292656X,4.0
A370Z6I5GBWU44,B000GLTD5Q,4.0
A1S3C5OFU508P3,B000HQLDOO,4.0
AUHG8KSHI529U,1883011043,5.0
A1OB5L3WMHJAD9,0374526257,3.0
A2PR6NXG0PA3KY,0374526257,5.0
A14OJS0VWMOSWO,0374526257,5.0
A32ZKBXJJ45BRY,B000857LHW,2.0
AHD101501WCN1,B0006W407G,5.0
A281NPSIMI1C2R,0789480689,4.0
A3M174IC0VXOS2,0823417727,5.0
A21NVBFIEQWDSG,0316099066,4.0
A13OFOB1394G31,0316099066,5.0
AJDYDG7YZY9QL,0192854496,5.0
A26JGAM6GZMM4V,0786268948,5.0
A1M8PP7MLHNBQB,0786268948,5.0
A16QODENBJVUI1,0393039617,5.0
A4FX5YCJA630V,0671551361,1.0
AGEIT17HENDIS,B0006W4076,5.0
AIEEK7AHXKZCC,B000J0WANQ,5.0
A2NTJUI2DLZF4R,0691092877,5.0
A12A08OL0TZY0W,B000GP1Q7A,5.0
AHD101501WCN1,B000GP1Q7A,4.0
A1MC6BFHWY6WC3,B000J5KSK8,5.0
A2NJO6YE954DBH,B000J5KSK8,4.0
A2NJO6YE954DBH,B000J5KSK8,4.0
A1D2C0WDCSHUWZ,B000J5KSK8,4.0
A20EEWWSFMZ1PN,B000J5KSK8,5.0
A2NJO6YE954DBH,B000J5KSK8,4.0
AWLFVCT9128JV,B000J5KSK8,4.0
A14OJS0VWMOSWO,1930865112,5.0
A2EDZH51XHFA9B,1890951633,4.0
A21VR7M8O55EF6,B000N755IW,3.0
A2ODBHT4URXVXQ,B000N755IW,5.0
A222LQEPE7O7BV,0826210341,2.0
AUEY946M1L939,1859182089,5.0
A3OH101U0CPUC7,0739317040,4.0
A1M4NJYP0WNL8Q,0739317040,5.0
A3M174IC0VXOS2,080507743X,4.0
A370Z6I5GBWU44,B000MU8334,5.0
A14OJS0VWMOSWO,B000MU833O,5.0
A1D2C0WDCSHUWZ,B000I83ZJC,5.0
AJQ1S39GZBKUG,B000I83ZJC,5.0
AHXAPVSHPJ6OJ,B000I83ZJC,4.0
A1D2C0WDCSHUWZ,B000I83ZJC,4.0
A18M68DE1Y6W51,B000I83ZJC,5.0
A1D2C0WDCSHUWZ,B000I83ZJC,5.0
AC9B29BXXWJHD,B000I83ZJC,5.0
A1BMKEJ61X57EU,0841503052,4.0
A1TIZI060W4BD9,B000UVGLZM,5.0
A29NUB3P6YIWZG,B000UVGLZM,4.0
A20HMA36ESANHC,B000UVGLZM,5.0
AHD101501WCN1,B000UVGLZM,5.0
A1MJMYLRTZ76ZX,0897501225,5.0
A1CGLIDN7E5MK8,B000ELOHH2,5.0
A2ODBHT4URXVXQ,0312195419,5.0
A2V3P1XE33NYC3,0873387775,4.0
A2O5RT4RCC4NU2,B000OVGBCQ,5.0
A2KBF2OYR359AJ,0385234287,5.0
A2YF4ZMECJVLK9,B000EMZWV6,5.0
A3QZCA4LTTVGAD,B000EMZWV6,5.0
AGEIT17HENDIS,B000EMZWV6,5.0
A16QODENBJVUI1,B0006DG9OM,5.0
A23ZCJ9U3ZN0FK,B0006DG9OM,4.0
A2F540P3L6P5CL,B0006DG9OM,5.0
A3LKWMM12AF0PU,B0006DG9OM,5.0
A1G37DFO8MQW0M,B0006DG9OM,5.0
A1NT7ED5TATUAM,B0006DG9OM,2.0
A4FX5YCJA630V,B0006DG9OM,5.0
AHXAPVSHPJ6OJ,B0006DG9OM,5.0
A2AYSFGUP5VTY3,B0006DG9OM,4.0
A3IKBHODOTYYHM,B0006DG9OM,4.0
A1EKTLUL24HDG8,B0006DG9OM,5.0
A1E2NA2F4RTQ9B,B000NP6EXO,4.0
A3NIQK6ZLYEP1L,B000NP6EXO,5.0
AFVQZQ8PW0L,0425197964,4.0
A2S166WSCFIFP5,B0000CKD7E,5.0
A28WJUJF6D2ULA,B0000CKD7E,2.0
A2VZ11U5DXM8J5,B0000CKD7E,5.0
A21VR7M8O55EF6,B0000CKD7E,5.0
A21VR7M8O55EF6,B0000CKD7E,5.0
AGEIT17HENDIS,B0000CKD7E,3.0
A37XGUQ1VH0XM6,B0000CKD7E,5.0
A37XGUQ1VH0XM6,B0000CKD7E,5.0
A21VR7M8O55EF6,B0000CKD7E,5.0
A37XGUQ1VH0XM6,B0000CKD7E,5.0
A1OB5L3WMHJAD9,B0000CKD7E,3.0
AUEY946M1L939,B0000CKD7E,4.0
A2S166WSCFIFP5,B0000CKD7E,5.0
A2B9Y0WXNSN17U,B0000CKD7E,4.0
AUEY946M1L939,B0000CKD7E,4.0
A1OB5L3WMHJAD9,B0000CKD7E,3.0
A3R19YKNL641X3,0072259558,4.0
A13G1TKIKHGV3F,B000GKR7V4,5.0
A30KEXFT9SILL6,B0007FHJJS,4.0
A2VKWLCNZF4ZVB,B000J4W40Q,5.0
A14OJS0VWMOSWO,1930865120,5.0
A14OJS0VWMOSWO,0936783435,5.0
A13OFOB1394G31,B000MUGWA0,5.0
A14OJS0VWMOSWO,0972023402,5.0
AMX0PJKV4PPNJ,0721415784,5.0
A3MQXFVZ9DCE8M,0721415784,4.0
A3NIQK6ZLYEP1L,0721415784,4.0
A13G1TKIKHGV3F,0721415784,5.0
A1X8VZWTOG8IS6,0721415784,3.0
AFVQZQ8PW0L,0373713215,5.0
AFVQZQ8PW0L,0505524244,5.0
A1RECBDKHVOJMW,0505524244,4.0
A2BZCHIDR5FTYA,0505524244,5.0
A2YF4ZMECJVLK9,B000PBZH5M,4.0
A1LVZOK9F7K4CN,B000PBZH5M,4.0
A126KX6FVI4T66,B000PBZH5M,5.0
AWLFVCT9128JV,B000PBZH5M,3.0
A2B9Y0WXNSN17U,B000PBZH5M,5.0
A28WJUJF6D2ULA,B000PBZH5M,3.0
AQQLWCMRNDFGI,B000PBZH5M,5.0
A1X8VZWTOG8IS6,B000PBZH5M,4.0
A1X8VZWTOG8IS6,B000PBZH5M,4.0
A30KEXFT9SILL6,B000PBZH5M,5.0
A3MQXFVZ9DCE8M,B000PBZH5M,4.0
A1EKTLUL24HDG8,B000PBZH5M,4.0
A1K1JW1C5CUSUZ,B000PBZH5M,5.0
A1K1JW1C5CUSUZ,B000PBZH5M,5.0
AWLFVCT9128JV,B000PBZH5M,4.0
A55MRYPUAX4QU,B000PBZH5M,5.0
A1EKTLUL24HDG8,B000PBZH5M,4.0
A3QVAKVRAH657N,B000PBZH5M,5.0
A1MC6BFHWY6WC3,B000PBZH5M,5.0
AUM3YMZ0YRJE0,B000PBZH5M,5.0
A2YF4ZMECJVLK9,B000PBZH5M,4.0
A2B9Y0WXNSN17U,B000PBZH5M,4.0
A2NJO6YE954DBH,B000PBZH5M,5.0
A1E2NA2F4RTQ9B,B000PBZH5M,5.0
A370Z6I5GBWU44,B000PBZH5M,5.0
A3E8QNDC7CV44,B000PBZH5M,4.0
A1I2O9Y3X3HXLS,B000PBZH5M,5.0
A3MQXFVZ9DCE8M,B000PBZH5M,5.0
A55MRYPUAX4QU,B000PBZH5M,5.0
A30KEXFT9SILL6,B000PBZH5M,5.0
A14OJS0VWMOSWO,1403306206,5.0
A3OJAWIMUKNHTP,1403306206,4.0
A3SN9EF7GTNEU2,0787953571,5.0
A14OJS0VWMOSWO,B0006C04TY,5.0
A1T17LMQABMBN5,0786174994,4.0
AFVQZQ8PW0L,0786174994,5.0
A30KEXFT9SILL6,B000I01BUU,3.0
A1TIZI060W4BD9,1891053000,3.0
A1RAUVCWYHTQI4,155970134X,5.0
AUHG8KSHI529U,1883011051,5.0
A14OJS0VWMOSWO,156158360X,5.0
A1POFVVXUZR3IQ,B0006AONEI,5.0
A1D2C0WDCSHUWZ,B0006AONEI,5.0
A2KBF2OYR359AJ,B0006AONEI,3.0
A1X8VZWTOG8IS6,B0006AONEI,4.0
A2KBF2OYR359AJ,B0006AONEI,5.0
AFVQZQ8PW0L,B000NQIG2A,5.0
A37XGUQ1VH0XM6,B000N755JQ,5.0
A4FX5YCJA630V,067155137X,4.0
A1IU7S4HCK1XK0,0312283970,5.0
A1U8DHSI18EEJ1,B0008ASNGA,5.0
A2O5RT4RCC4NU2,B0008ASNGA,5.0
A2TXR85WQLE32N,0962784168,5.0
AG35NEEFCMQVR,B000J0FLUA,3.0
A1OX82JPAQLL60,0307338037,5.0
A1G37DFO8MQW0M,B0006ATMQM,5.0
A2L7N2U5Z316ZE,B000I6MNGA,5.0
A1NT7ED5TATUAM,B000NP2B8Q,2.0
A28WJUJF6D2ULA,B000NP2B8Q,4.0
A1T17LMQABMBN5,B000GS46F6,4.0
A2D9IEFJGB483Q,1573452092,4.0
A1D2C0WDCSHUWZ,1588550311,5.0
A1D2C0WDCSHUWZ,1588550311,5.0
A1D2C0WDCSHUWZ,1588550311,5.0
A3OJFPKMCXKOM0,1588550311,5.0
A3FHAMLNGHCFU7,1588550311,3.0
A1D2C0WDCSHUWZ,1588550311,5.0
A1D2C0WDCSHUWZ,1588550311,5.0
A2AYSFGUP5VTY3,1588550311,5.0
A1D2C0WDCSHUWZ,1588550311,5.0
A1D2C0WDCSHUWZ,1588550311,5.0
A1N1YEMTI9DJ86,1588550311,5.0
A22DUZU3XVA8HA,1588550311,5.0
A1D2C0WDCSHUWZ,1588550311,5.0
A3EOHYIHQM3KK,1588550311,3.0
AFVQZQ8PW0L,0688165648,5.0
A14OJS0VWMOSWO,1890460087,5.0
AFVQZQ8PW0L,0312283989,5.0
A2O9HU1K7TCF7B,0802130240,4.0
A1I2O9Y3X3HXLS,B000N755KK,5.0
A24505CR98NLLV,0892811072,4.0
AK7D1BHZOSOL1,0375422854,3.0
A1DK5AZMXS1QA3,0375422854,5.0
A2Z4KA3EFQWZOX,0375422854,3.0
A2Z4KA3EFQWZOX,0375422854,4.0
A1S8AJIUIO6M9K,0375422854,5.0
A1M8PP7MLHNBQB,0375422854,5.0
AU7ND6NOCX9IA,0375422854,1.0
AU7ND6NOCX9IA,0375422854,1.0
A1I2O9Y3X3HXLS,B000KWDVVI,4.0
A55MRYPUAX4QU,B000KWDVVI,5.0
A14OJS0VWMOSWO,B000KWDVVI,5.0
A1X8VZWTOG8IS6,B000KWDVVI,4.0
A1M8PP7MLHNBQB,B000KWDVVI,5.0
AUTBHG6070SL4,B0006PCI04,5.0
A1DYXCF4148PJT,B0006PCI04,5.0
AUM3YMZ0YRJE0,1595580212,4.0
AGEIT17HENDIS,1595580212,4.0
A3H82LUT1EC655,B000GDVVKY,5.0
A2ODBHT4URXVXQ,B000NBKN1W,5.0
A370Z6I5GBWU44,0736645586,4.0
A1MC6BFHWY6WC3,0736645586,5.0
AUEY946M1L939,B000RAQAUC,4.0
A2OJW07GQRNJUT,B00088UKRC,5.0
A2NJO6YE954DBH,B000PBZH6Q,5.0
A1E2NA2F4RTQ9B,B000PBZH6Q,5.0
A370Z6I5GBWU44,B000PBZH6Q,5.0
A3E8QNDC7CV44,B000PBZH6Q,4.0
A30KEXFT9SILL6,B000PBZH6Q,5.0
A3MQXFVZ9DCE8M,B000PBZH6Q,4.0
A1EKTLUL24HDG8,B000PBZH6Q,4.0
A1K1JW1C5CUSUZ,B000PBZH6Q,5.0
A2YF4ZMECJVLK9,B000PBZH6Q,4.0
A2B9Y0WXNSN17U,B000PBZH6Q,4.0
AWLFVCT9128JV,B000PBZH6Q,3.0
A2B9Y0WXNSN17U,B000PBZH6Q,5.0
A28WJUJF6D2ULA,B000PBZH6Q,3.0
AUM3YMZ0YRJE0,B000PBZH6Q,5.0
A3QVAKVRAH657N,B000PBZH6Q,5.0
A55MRYPUAX4QU,B000PBZH6Q,5.0
A1EKTLUL24HDG8,B000PBZH6Q,4.0
A30KEXFT9SILL6,B000PBZH6Q,5.0
A1I2O9Y3X3HXLS,B000PBZH6Q,5.0
A3MQXFVZ9DCE8M,B000PBZH6Q,5.0
A55MRYPUAX4QU,B000PBZH6Q,5.0
AWLFVCT9128JV,B000PBZH6Q,4.0
A1K1JW1C5CUSUZ,B000PBZH6Q,5.0
AQQLWCMRNDFGI,B000PBZH6Q,5.0
A1X8VZWTOG8IS6,B000PBZH6Q,4.0
A1X8VZWTOG8IS6,B000PBZH6Q,4.0
A2YF4ZMECJVLK9,B000PBZH6Q,4.0
A1LVZOK9F7K4CN,B000PBZH6Q,4.0
A126KX6FVI4T66,B000PBZH6Q,5.0
A1MC6BFHWY6WC3,B000PBZH6Q,5.0
A328S9RN3U5M68,1891053019,5.0
A1TIZI060W4BD9,1891053019,4.0
A2Z4KA3EFQWZOX,0312306237,5.0
A2VG0RY3EUWZKB,0312306237,5.0
A14OJS0VWMOSWO,B000NO6W8W,5.0
AFVQZQ8PW0L,0373690975,4.0
A303U1MOXG5R1F,B0008852KW,5.0
A2MF2QVSCUI27G,0374283907,4.0
A281NPSIMI1C2R,1552093654,5.0
A1M8PP7MLHNBQB,0806199563,5.0
A14OJS0VWMOSWO,0824754956,5.0
A281NPSIMI1C2R,140135923X,5.0
A14OJS0VWMOSWO,140135923X,5.0
A14OJS0VWMOSWO,140135923X,5.0
A2O9HU1K7TCF7B,B000KEPC7M,5.0
A1S3C5OFU508P3,B000KEPC7M,5.0
A303U1MOXG5R1F,B000KEPC7M,4.0
A1S3C5OFU508P3,B000KEPC7M,5.0
A1I2O9Y3X3HXLS,B00005X3Z7,4.0
A13OFOB1394G31,B00005X3Z7,4.0
AHD101501WCN1,188301106X,5.0
AUHG8KSHI529U,188301106X,5.0
A1XTWXIMUCDGQE,188301106X,5.0
A1I2O9Y3X3HXLS,0743471466,5.0
A14OJS0VWMOSWO,0743471466,5.0
A2CR57GAJKNWVV,0743471466,3.0
A2XRMQA6PJ5ZJ8,B00005X3ZX,4.0
A3NIQK6ZLYEP1L,B00005X3ZX,5.0
A37XGUQ1VH0XM6,1856279421,4.0
A1BA72K4VK1UN1,0207150761,5.0
A2PR6NXG0PA3KY,0807112984,5.0
A34UTL4AVX80MK,B000HJ6E5Y,4.0
A20IIR0422G3A5,B000MY03IS,4.0
A2CW9IQAPFEYLM,B000MY03IS,5.0
A2CW9IQAPFEYLM,0803219768,5.0
AFVQZQ8PW0L,0316806501,4.0
A2VKWLCNZF4ZVB,0316806501,4.0
A2GBJQ9THOYDAJ,0747243557,4.0
A2O5RT4RCC4NU2,0747243557,4.0
A28WJUJF6D2ULA,0747243557,4.0
A2B9Y0WXNSN17U,0521404495,4.0
AQQLWCMRNDFGI,B0000CJHNR,3.0
A3MQXFVZ9DCE8M,B00087U6IQ,2.0
A14OJS0VWMOSWO,0415970563,5.0
A2CR57GAJKNWVV,0743471474,5.0
A1I2O9Y3X3HXLS,0743471474,5.0
A1BXA3SM3AJOKL,0743471474,4.0
A3BH49ZKESHDID,0743471474,3.0
A14OJS0VWMOSWO,0743471474,5.0
A14OJS0VWMOSWO,1890626503,5.0
AI37YX1U4KB1L,1890626503,4.0
A14OJS0VWMOSWO,0824754964,5.0
A3MV1KKHX51FYT,B000N1ZWS6,5.0
A2CR57GAJKNWVV,0373690983,5.0
A14OJS0VWMOSWO,1574883275,5.0
A3RFXU3P0XKKF4,1574883275,3.0
A13G1TKIKHGV3F,0439399629,5.0
AG35NEEFCMQVR,0521531047,4.0
A2OJW07GQRNJUT,B00088UKSQ,5.0
A34UTL4AVX80MK,B000J0LGN6,5.0
A3MV1KKHX51FYT,1883011078,5.0
AUEY946M1L939,1858336473,3.0
AUTBHG6070SL4,B000PDFO2Q,5.0
A2CR57GAJKNWVV,B000PDFO2Q,4.0
A1M4NJYP0WNL8Q,B000PDFO2Q,5.0
A2GBJQ9THOYDAJ,B000PDFO2Q,5.0
A13OFOB1394G31,B000PDFO2Q,5.0
AUTBHG6070SL4,B000PDFO2Q,5.0
A3OJAWIMUKNHTP,B000PDFO2Q,5.0
A3KF4IP2MUS8QQ,B000PDFO2Q,5.0
AU6DIIDZK2OQM,B000PDFO2Q,5.0
AJDYDG7YZY9QL,B000PDFO2Q,5.0
A13OFOB1394G31,B000PDFO2Q,5.0
A13OFOB1394G31,B000PDFO2Q,5.0
A16QODENBJVUI1,B000PDFO2Q,5.0
A1BMKEJ61X57EU,B0006EXCU0,5.0
A2W7WH9V5OKUA9,B000J1MXCI,5.0
AHD101501WCN1,B000IOJ4M8,4.0
A2BZCHIDR5FTYA,141373037X,5.0
A3O2RCKAMSE9X7,158855032X,5.0
A3EOHYIHQM3KK,158855032X,5.0
A1XTWXIMUCDGQE,158855032X,5.0
A319KYEIAZ3SON,158855032X,4.0
AT2R7ZVT7QYOU,158855032X,4.0
AHXAPVSHPJ6OJ,158855032X,4.0
A3EOHYIHQM3KK,158855032X,5.0
A1MJMYLRTZ76ZX,158855032X,5.0
A2ENIQZX6VJYUM,158855032X,5.0
A2PR6NXG0PA3KY,158855032X,5.0
A4FX5YCJA630V,158855032X,4.0
A1G37DFO8MQW0M,158855032X,5.0
A3FHAMLNGHCFU7,158855032X,3.0
ABN5K7K1TM1QA,1861975805,5.0
A36K2N527TXXJN,1861975805,5.0
A1L43KWWR05PCS,B000NZQHBI,4.0
A1L43KWWR05PCS,B000NZQHBI,4.0
A1L43KWWR05PCS,B000NZQHBI,4.0
A2S166WSCFIFP5,0671717804,3.0
A1X8VZWTOG8IS6,0671717804,5.0
A3NIQK6ZLYEP1L,0671717804,5.0
A26JGAM6GZMM4V,0071446524,5.0
A1NATT3PN24QWY,0071446524,5.0
A2EDZH51XHFA9B,0472111507,3.0
AHD101501WCN1,B00087DAOS,5.0
A3RFXU3P0XKKF4,B00087DAOS,5.0
A2NTJUI2DLZF4R,B00087DAOS,4.0
AUM3YMZ0YRJE0,B00087DAOS,5.0
A1MJMYLRTZ76ZX,B00087DAOS,5.0
A2D9IEFJGB483Q,B00087DAOS,4.0
A2D9IEFJGB483Q,B0006CKNQI,5.0
A1L43KWWR05PCS,B000JDCQYQ,3.0
A3NI29U4P5NQF1,1557429227,5.0
A2RPIGO3G4M6GN,0809599236,3.0
A1CHM200OEN65X,B000O1UCCQ,5.0
A232HUAELH5J6V,B000O1UCCQ,2.0
A1BI8PUEHA5CHW,B000O1UCCQ,5.0
A1Y87E22UVYCE6,B000O1UCCQ,5.0
A1Y87E22UVYCE6,B000O1UCCQ,5.0
A1N1YEMTI9DJ86,B000O1UCCQ,5.0
A1N1YEMTI9DJ86,B000O1UCCQ,5.0
AN8C7BGR98HLN,B000O1UCCQ,5.0
A1Y87E22UVYCE6,B000O1UCCQ,5.0
A370Z6I5GBWU44,B000O1UCCQ,5.0
A1X8VZWTOG8IS6,B000O1UCCQ,3.0
A1NATT3PN24QWY,0787953598,5.0
A14OJS0VWMOSWO,1930865155,5.0
A2NJO6YE954DBH,0786191511,4.0
A1MC6BFHWY6WC3,0786191511,5.0
A2NJO6YE954DBH,0786191511,4.0
AWLFVCT9128JV,0786191511,2.0
A2EDZH51XHFA9B,0299149048,4.0
A2OJW07GQRNJUT,B000KDD8AG,5.0
A3M174IC0VXOS2,0810906155,5.0
A2D9IEFJGB483Q,015173948X,5.0
A2F3M93RRLFQNJ,1883011086,5.0
A3MV1KKHX51FYT,1883011086,5.0
A3QZCA4LTTVGAD,0813026202,5.0
A1S3C5OFU508P3,B000P4AJEI,2.0
A2YUZKPLUYQDKV,B000JQ0R7G,5.0
A1X8VZWTOG8IS6,B000JQ0R7G,4.0
AHD101501WCN1,0879233427,5.0
AFVQZQ8PW0L,B000GG4J00,5.0
A3E8QNDC7CV44,B000GG4J00,5.0
