,userId,movieId,rating
2259,ABN5K7K1TM1QA,B000N6DDJQ,5.0
2295,A3FHAMLNGHCFU7,B000N6DDJQ,4.0
2347,A3O2RCKAMSE9X7,B000N6DDJQ,5.0
2351,AHD101501WCN1,B000N6DDJQ,5.0
2384,A232HUAELH5J6V,B000N6DDJQ,5.0
2389,A3EOHYIHQM3KK,B000N6DDJQ,4.0
2395,A12A08OL0TZY0W,B000N6DDJQ,5.0
2397,A1D2C0WDCSHUWZ,B000N6DDJQ,5.0
2495,AFVQZQ8PW0L,1902934229,4.0
2523,A1BXA3SM3AJOKL,B00070YCSO,5.0
2524,A2YF4ZMECJVLK9,B00070YCSO,4.0
2527,A1CHM200OEN65X,B00070YCSO,5.0
2541,A1MC6BFHWY6WC3,B0007EN04M,5.0
2542,A2OJW07GQRNJUT,B0007EN04M,5.0
2710,A1IOJE0W1NXOSE,B0006DM4DW,4.0
2726,A1BI8PUEHA5CHW,B0006DM4DW,3.0
2730,A1DQZBHEU98PBT,B0006DM4DW,4.0
2750,A30KEXFT9SILL6,0886770947,3.0
2811,A1K1JW1C5CUSUZ,087584782X,5.0
2839,AFVQZQ8PW0L,0976324644,5.0
2843,A4H4KYSM2KQ85,0976324644,3.0
2853,A3NIQK6ZLYEP1L,0976324644,5.0
2855,A328S9RN3U5M68,0976324644,5.0
2856,A1S3C5OFU508P3,0976324644,5.0
2862,ACIBQ6BQ6AWEV,B0006DWYE6,3.0
2915,ACIBQ6BQ6AWEV,B000GA80WY,3.0
2921,A3M174IC0VXOS2,0847822990,5.0
2963,A2ODBHT4URXVXQ,B000NKGYNE,5.0
2969,A39650P2CZUUC9,B000NKGYNE,5.0
3007,A1BMKEJ61X57EU,0205314554,4.0
3012,AQQLWCMRNDFGI,1574883232,5.0
3053,A1ZDWD35AZL3S,B0007DKNSO,4.0
3059,A1G37DFO8MQW0M,B0007DKNSO,4.0
3068,A3BIWTN2DA0YY2,B00005X3W6,4.0
3148,AFVQZQ8PW0L,0756402905,5.0
3162,A1GARI2JT6EAWA,073852008X,5.0
3177,AUHG8KSHI529U,1883011035,5.0
3214,A1S3C5OFU508P3,B0007IVPAO,3.0
3237,A1MZB6UBKOVSK0,1574900072,3.0
3302,AK7D1BHZOSOL1,B000NSKB12,5.0
3314,A126KX6FVI4T66,B000NSKB12,3.0
3364,A1D2C0WDCSHUWZ,B000NSKB12,5.0
3368,A13G1TKIKHGV3F,B000NSKB12,4.0
3371,A1D2C0WDCSHUWZ,B000NSKB12,5.0
3422,A14OJS0VWMOSWO,0813533821,5.0
3456,A4FX5YCJA630V,0671551353,3.0
3471,A3OJFPKMCXKOM0,B0007DKNSE,4.0
3488,A2B9Y0WXNSN17U,067001012X,4.0
3491,AHD101501WCN1,067001012X,5.0
3506,A13G1TKIKHGV3F,0756606926,5.0
3511,AQQLWCMRNDFGI,0756606926,5.0
3523,A32ZKBXJJ45BRY,0975318004,5.0
3556,A2TXR85WQLE32N,0141011890,4.0
3562,A3E8QNDC7CV44,0141011890,4.0
3563,A2B1GZIRD6W646,0141011890,4.0
3576,A14OJS0VWMOSWO,1564966755,5.0
3620,A2O9HU1K7TCF7B,B000HU0H2E,3.0
3728,A1IU7S4HCK1XK0,3125171326,5.0
3738,A2F540P3L6P5CL,B0007FSDKC,5.0
3769,A2TXR85WQLE32N,B0007F8Q9K,4.0
3816,A1LMBM1N4EXS5W,B0008637GU,5.0
3822,A1LMBM1N4EXS5W,B0008637GU,5.0
3906,A1DQZBHEU98PBT,0792799860,3.0
3909,A2BZCHIDR5FTYA,0792799860,5.0
3911,A1IOJE0W1NXOSE,0792799860,4.0
3917,A2PWUIQG57O1AZ,0792799860,3.0
3968,AUTBHG6070SL4,0521200431,4.0
4035,AFVQZQ8PW0L,0505524228,5.0
4146,A3BIWTN2DA0YY2,B0006ANRXG,5.0
4152,A1G37DFO8MQW0M,B0006ANRXG,4.0
4153,A4FX5YCJA630V,B0006ANRXG,3.0
4169,A3MV1KKHX51FYT,B0006ANRXG,4.0
4198,A1L43KWWR05PCS,B0006DM4E6,4.0
4209,A1L43KWWR05PCS,B0006DM4E6,4.0
4210,A39650P2CZUUC9,B0006DM4E6,4.0
4215,A2GBJQ9THOYDAJ,B0006DM4E6,5.0
4233,A2VG0RY3EUWZKB,B0006DM4E6,4.0
4238,A3M174IC0VXOS2,B0006DM4E6,5.0
4239,A1L43KWWR05PCS,B0006DM4E6,4.0
4257,AHD101501WCN1,0671005693,5.0
4262,A14OJS0VWMOSWO,096278415X,5.0
4287,A3QVAKVRAH657N,0312929358,3.0
4335,A96K1ZGW56S2I,156292656X,4.0
4406,A370Z6I5GBWU44,B000GLTD5Q,4.0
4441,A1S3C5OFU508P3,B000HQLDOO,4.0
4528,AUHG8KSHI529U,1883011043,5.0
4534,A1OB5L3WMHJAD9,0374526257,3.0
4536,A2PR6NXG0PA3KY,0374526257,5.0
4540,A14OJS0VWMOSWO,0374526257,5.0
4542,A32ZKBXJJ45BRY,B000857LHW,2.0
4543,AHD101501WCN1,B0006W407G,5.0
4556,A281NPSIMI1C2R,0789480689,4.0
4558,A3M174IC0VXOS2,0823417727,5.0
4672,A21NVBFIEQWDSG,0316099066,4.0
4743,A13OFOB1394G31,0316099066,5.0
4907,AJDYDG7YZY9QL,0192854496,5.0
5037,A26JGAM6GZMM4V,0786268948,5.0
5038,A1M8PP7MLHNBQB,0786268948,5.0
5063,A16QODENBJVUI1,0393039617,5.0
5124,A4FX5YCJA630V,0671551361,1.0
5135,AGEIT17HENDIS,B0006W4076,5.0
5153,AIEEK7AHXKZCC,B000J0WANQ,5.0
5349,A2NTJUI2DLZF4R,0691092877,5.0
5359,A12A08OL0TZY0W,B000GP1Q7A,5.0
5371,AHD101501WCN1,B000GP1Q7A,4.0
5377,A1MC6BFHWY6WC3,B000J5KSK8,5.0
5381,A2NJO6YE954DBH,B000J5KSK8,4.0
5384,A2NJO6YE954DBH,B000J5KSK8,4.0
5392,A1D2C0WDCSHUWZ,B000J5KSK8,4.0
5396,A20EEWWSFMZ1PN,B000J5KSK8,5.0
5400,A2NJO6YE954DBH,B000J5KSK8,4.0
5401,AWLFVCT9128JV,B000J5KSK8,4.0
5412,A14OJS0VWMOSWO,1930865112,5.0
5414,A2EDZH51XHFA9B,1890951633,4.0
5462,A21VR7M8O55EF6,B000N755IW,3.0
5471,A2ODBHT4URXVXQ,B000N755IW,5.0
5544,A222LQEPE7O7BV,0826210341,2.0
5545,AUEY946M1L939,1859182089,5.0
5624,A3OH101U0CPUC7,0739317040,4.0
5679,A1M4NJYP0WNL8Q,0739317040,5.0
5792,A3M174IC0VXOS2,080507743X,4.0
5826,A370Z6I5GBWU44,B000MU8334,5.0
5849,A14OJS0VWMOSWO,B000MU833O,5.0
5873,A1D2C0WDCSHUWZ,B000I83ZJC,5.0
5874,AJQ1S39GZBKUG,B000I83ZJC,5.0
5883,AHXAPVSHPJ6OJ,B000I83ZJC,4.0
5893,A1D2C0WDCSHUWZ,B000I83ZJC,4.0
5894,A18M68DE1Y6W51,B000I83ZJC,5.0
5901,A1D2C0WDCSHUWZ,B000I83ZJC,5.0
5909,AC9B29BXXWJHD,B000I83ZJC,5.0
5939,A1BMKEJ61X57EU,0841503052,4.0
5977,A1TIZI060W4BD9,B000UVGLZM,5.0
5978,A29NUB3P6YIWZG,B000UVGLZM,4.0
5985,A20HMA36ESANHC,B000UVGLZM,5.0
5988,AHD101501WCN1,B000UVGLZM,5.0
6021,A1MJMYLRTZ76ZX,0897501225,5.0
6044,A1CGLIDN7E5MK8,B000ELOHH2,5.0
6083,A2ODBHT4URXVXQ,0312195419,5.0
6091,A2V3P1XE33NYC3,0873387775,4.0
6116,A2O5RT4RCC4NU2,B000OVGBCQ,5.0
6146,A2KBF2OYR359AJ,0385234287,5.0
6163,A2YF4ZMECJVLK9,B000EMZWV6,5.0
6164,A3QZCA4LTTVGAD,B000EMZWV6,5.0
6183,AGEIT17HENDIS,B000EMZWV6,5.0
6204,A16QODENBJVUI1,B0006DG9OM,5.0
6227,A23ZCJ9U3ZN0FK,B0006DG9OM,4.0
6324,A2F540P3L6P5CL,B0006DG9OM,5.0
6357,A3LKWMM12AF0PU,B0006DG9OM,5.0
6487,A1G37DFO8MQW0M,B0006DG9OM,5.0
6492,A1NT7ED5TATUAM,B0006DG9OM,2.0
6559,A4FX5YCJA630V,B0006DG9OM,5.0
6563,AHXAPVSHPJ6OJ,B0006DG9OM,5.0
6603,A2AYSFGUP5VTY3,B0006DG9OM,4.0
6604,A3IKBHODOTYYHM,B0006DG9OM,4.0
6608,A1EKTLUL24HDG8,B0006DG9OM,5.0
6648,A1E2NA2F4RTQ9B,B000NP6EXO,4.0
6683,A3NIQK6ZLYEP1L,B000NP6EXO,5.0
6753,AFVQZQ8PW0L,0425197964,4.0
6868,A2S166WSCFIFP5,B0000CKD7E,5.0
6898,A28WJUJF6D2ULA,B0000CKD7E,2.0
6915,A2VZ11U5DXM8J5,B0000CKD7E,5.0
6918,A21VR7M8O55EF6,B0000CKD7E,5.0
6925,A21VR7M8O55EF6,B0000CKD7E,5.0
6971,AGEIT17HENDIS,B0000CKD7E,3.0
6987,A37XGUQ1VH0XM6,B0000CKD7E,5.0
6999,A37XGUQ1VH0XM6,B0000CKD7E,5.0
7000,A21VR7M8O55EF6,B0000CKD7E,5.0
7007,A37XGUQ1VH0XM6,B0000CKD7E,5.0
7013,A1OB5L3WMHJAD9,B0000CKD7E,3.0
7018,AUEY946M1L939,B0000CKD7E,4.0
7023,A2S166WSCFIFP5,B0000CKD7E,5.0
7038,A2B9Y0WXNSN17U,B0000CKD7E,4.0
7056,AUEY946M1L939,B0000CKD7E,4.0
7067,A1OB5L3WMHJAD9,B0000CKD7E,3.0
7094,A3R19YKNL641X3,0072259558,4.0
7258,A13G1TKIKHGV3F,B000GKR7V4,5.0
7270,A30KEXFT9SILL6,B0007FHJJS,4.0
7282,A2VKWLCNZF4ZVB,B000J4W40Q,5.0
7323,A14OJS0VWMOSWO,1930865120,5.0
7368,A14OJS0VWMOSWO,0936783435,5.0
7379,A13OFOB1394G31,B000MUGWA0,5.0
7392,A14OJS0VWMOSWO,0972023402,5.0
7432,AMX0PJKV4PPNJ,0721415784,5.0
7435,A3MQXFVZ9DCE8M,0721415784,4.0
7444,A3NIQK6ZLYEP1L,0721415784,4.0
7445,A13G1TKIKHGV3F,0721415784,5.0
7456,A1X8VZWTOG8IS6,0721415784,3.0
7518,AFVQZQ8PW0L,0373713215,5.0
7521,AFVQZQ8PW0L,0505524244,5.0
7522,A1RECBDKHVOJMW,0505524244,4.0
7526,A2BZCHIDR5FTYA,0505524244,5.0
7613,A2YF4ZMECJVLK9,B000PBZH5M,4.0
7631,A1LVZOK9F7K4CN,B000PBZH5M,4.0
7644,A126KX6FVI4T66,B000PBZH5M,5.0
7647,AWLFVCT9128JV,B000PBZH5M,3.0
7670,A2B9Y0WXNSN17U,B000PBZH5M,5.0
7673,A28WJUJF6D2ULA,B000PBZH5M,3.0
7730,AQQLWCMRNDFGI,B000PBZH5M,5.0
7733,A1X8VZWTOG8IS6,B000PBZH5M,4.0
7734,A1X8VZWTOG8IS6,B000PBZH5M,4.0
7738,A30KEXFT9SILL6,B000PBZH5M,5.0
7741,A3MQXFVZ9DCE8M,B000PBZH5M,4.0
7744,A1EKTLUL24HDG8,B000PBZH5M,4.0
7757,A1K1JW1C5CUSUZ,B000PBZH5M,5.0
7784,A1K1JW1C5CUSUZ,B000PBZH5M,5.0
7816,AWLFVCT9128JV,B000PBZH5M,4.0
7828,A55MRYPUAX4QU,B000PBZH5M,5.0
7834,A1EKTLUL24HDG8,B000PBZH5M,4.0
7905,A3QVAKVRAH657N,B000PBZH5M,5.0
7921,A1MC6BFHWY6WC3,B000PBZH5M,5.0
7950,AUM3YMZ0YRJE0,B000PBZH5M,5.0
7967,A2YF4ZMECJVLK9,B000PBZH5M,4.0
7970,A2B9Y0WXNSN17U,B000PBZH5M,4.0
8063,A2NJO6YE954DBH,B000PBZH5M,5.0
8073,A1E2NA2F4RTQ9B,B000PBZH5M,5.0
8080,A370Z6I5GBWU44,B000PBZH5M,5.0
8093,A3E8QNDC7CV44,B000PBZH5M,4.0
8111,A1I2O9Y3X3HXLS,B000PBZH5M,5.0
8116,A3MQXFVZ9DCE8M,B000PBZH5M,5.0
8128,A55MRYPUAX4QU,B000PBZH5M,5.0
8146,A30KEXFT9SILL6,B000PBZH5M,5.0
8175,A14OJS0VWMOSWO,1403306206,5.0
8183,A3OJAWIMUKNHTP,1403306206,4.0
8231,A3SN9EF7GTNEU2,0787953571,5.0
8241,A14OJS0VWMOSWO,B0006C04TY,5.0
8253,A1T17LMQABMBN5,0786174994,4.0
8254,AFVQZQ8PW0L,0786174994,5.0
8261,A30KEXFT9SILL6,B000I01BUU,3.0
8285,A1TIZI060W4BD9,1891053000,3.0
8300,A1RAUVCWYHTQI4,155970134X,5.0
8312,AUHG8KSHI529U,1883011051,5.0
8432,A14OJS0VWMOSWO,156158360X,5.0
8465,A1POFVVXUZR3IQ,B0006AONEI,5.0
8490,A1D2C0WDCSHUWZ,B0006AONEI,5.0
8500,A2KBF2OYR359AJ,B0006AONEI,3.0
8506,A1X8VZWTOG8IS6,B0006AONEI,4.0
8507,A2KBF2OYR359AJ,B0006AONEI,5.0
8545,AFVQZQ8PW0L,B000NQIG2A,5.0
8554,A37XGUQ1VH0XM6,B000N755JQ,5.0
8617,A4FX5YCJA630V,067155137X,4.0
8668,A1IU7S4HCK1XK0,0312283970,5.0
8674,A1U8DHSI18EEJ1,B0008ASNGA,5.0
8693,A2O5RT4RCC4NU2,B0008ASNGA,5.0
8697,A2TXR85WQLE32N,0962784168,5.0
8772,AG35NEEFCMQVR,B000J0FLUA,3.0
8773,A1OX82JPAQLL60,0307338037,5.0
8808,A1G37DFO8MQW0M,B0006ATMQM,5.0
8811,A2L7N2U5Z316ZE,B000I6MNGA,5.0
8822,A1NT7ED5TATUAM,B000NP2B8Q,2.0
8830,A28WJUJF6D2ULA,B000NP2B8Q,4.0
8936,A1T17LMQABMBN5,B000GS46F6,4.0
8966,A2D9IEFJGB483Q,1573452092,4.0
9008,A1D2C0WDCSHUWZ,1588550311,5.0
9009,A1D2C0WDCSHUWZ,1588550311,5.0
9026,A1D2C0WDCSHUWZ,1588550311,5.0
9068,A3OJFPKMCXKOM0,1588550311,5.0
9075,A3FHAMLNGHCFU7,1588550311,3.0
9104,A1D2C0WDCSHUWZ,1588550311,5.0
9118,A1D2C0WDCSHUWZ,1588550311,5.0
9121,A2AYSFGUP5VTY3,1588550311,5.0
9160,A1D2C0WDCSHUWZ,1588550311,5.0
9161,A1D2C0WDCSHUWZ,1588550311,5.0
9171,A1N1YEMTI9DJ86,1588550311,5.0
9217,A22DUZU3XVA8HA,1588550311,5.0
9221,A1D2C0WDCSHUWZ,1588550311,5.0
9230,A3EOHYIHQM3KK,1588550311,3.0
9255,AFVQZQ8PW0L,0688165648,5.0
9278,A14OJS0VWMOSWO,1890460087,5.0
9280,AFVQZQ8PW0L,0312283989,5.0
9374,A2O9HU1K7TCF7B,0802130240,4.0
9395,A1I2O9Y3X3HXLS,B000N755KK,5.0
9449,A24505CR98NLLV,0892811072,4.0
9575,AK7D1BHZOSOL1,0375422854,3.0
9580,A1DK5AZMXS1QA3,0375422854,5.0
9584,A2Z4KA3EFQWZOX,0375422854,3.0
9587,A2Z4KA3EFQWZOX,0375422854,4.0
9597,A1S8AJIUIO6M9K,0375422854,5.0
9602,A1M8PP7MLHNBQB,0375422854,5.0
9617,AU7ND6NOCX9IA,0375422854,1.0
9620,AU7ND6NOCX9IA,0375422854,1.0
9634,A1I2O9Y3X3HXLS,B000KWDVVI,4.0
9650,A55MRYPUAX4QU,B000KWDVVI,5.0
9652,A14OJS0VWMOSWO,B000KWDVVI,5.0
9708,A1X8VZWTOG8IS6,B000KWDVVI,4.0
9711,A1M8PP7MLHNBQB,B000KWDVVI,5.0
9746,AUTBHG6070SL4,B0006PCI04,5.0
9747,A1DYXCF4148PJT,B0006PCI04,5.0
9785,AUM3YMZ0YRJE0,1595580212,4.0
9789,AGEIT17HENDIS,1595580212,4.0
9815,A3H82LUT1EC655,B000GDVVKY,5.0
9827,A2ODBHT4URXVXQ,B000NBKN1W,5.0
9904,A370Z6I5GBWU44,0736645586,4.0
9919,A1MC6BFHWY6WC3,0736645586,5.0
9955,AUEY946M1L939,B000RAQAUC,4.0
9980,A2OJW07GQRNJUT,B00088UKRC,5.0
10047,A2NJO6YE954DBH,B000PBZH6Q,5.0
10057,A1E2NA2F4RTQ9B,B000PBZH6Q,5.0
10064,A370Z6I5GBWU44,B000PBZH6Q,5.0
10077,A3E8QNDC7CV44,B000PBZH6Q,4.0
10112,A30KEXFT9SILL6,B000PBZH6Q,5.0
10115,A3MQXFVZ9DCE8M,B000PBZH6Q,4.0
10118,A1EKTLUL24HDG8,B000PBZH6Q,4.0
10121,A1K1JW1C5CUSUZ,B000PBZH6Q,5.0
10171,A2YF4ZMECJVLK9,B000PBZH6Q,4.0
10174,A2B9Y0WXNSN17U,B000PBZH6Q,4.0
10191,AWLFVCT9128JV,B000PBZH6Q,3.0
10204,A2B9Y0WXNSN17U,B000PBZH6Q,5.0
10207,A28WJUJF6D2ULA,B000PBZH6Q,3.0
10234,AUM3YMZ0YRJE0,B000PBZH6Q,5.0
10259,A3QVAKVRAH657N,B000PBZH6Q,5.0
10272,A55MRYPUAX4QU,B000PBZH6Q,5.0
10278,A1EKTLUL24HDG8,B000PBZH6Q,4.0
10330,A30KEXFT9SILL6,B000PBZH6Q,5.0
10335,A1I2O9Y3X3HXLS,B000PBZH6Q,5.0
10340,A3MQXFVZ9DCE8M,B000PBZH6Q,5.0
10342,A55MRYPUAX4QU,B000PBZH6Q,5.0
10360,AWLFVCT9128JV,B000PBZH6Q,4.0
10378,A1K1JW1C5CUSUZ,B000PBZH6Q,5.0
10464,AQQLWCMRNDFGI,B000PBZH6Q,5.0
10467,A1X8VZWTOG8IS6,B000PBZH6Q,4.0
10468,A1X8VZWTOG8IS6,B000PBZH6Q,4.0
10507,A2YF4ZMECJVLK9,B000PBZH6Q,4.0
10525,A1LVZOK9F7K4CN,B000PBZH6Q,4.0
10538,A126KX6FVI4T66,B000PBZH6Q,5.0
10545,A1MC6BFHWY6WC3,B000PBZH6Q,5.0
10717,A328S9RN3U5M68,1891053019,5.0
10726,A1TIZI060W4BD9,1891053019,4.0
10744,A2Z4KA3EFQWZOX,0312306237,5.0
10754,A2VG0RY3EUWZKB,0312306237,5.0
10765,A14OJS0VWMOSWO,B000NO6W8W,5.0
10798,AFVQZQ8PW0L,0373690975,4.0
10838,A303U1MOXG5R1F,B0008852KW,5.0
10849,A2MF2QVSCUI27G,0374283907,4.0
10895,A281NPSIMI1C2R,1552093654,5.0
10913,A1M8PP7MLHNBQB,0806199563,5.0
10994,A14OJS0VWMOSWO,0824754956,5.0
11020,A281NPSIMI1C2R,140135923X,5.0
11034,A14OJS0VWMOSWO,140135923X,5.0
11066,A14OJS0VWMOSWO,140135923X,5.0
11203,A2O9HU1K7TCF7B,B000KEPC7M,5.0
11211,A1S3C5OFU508P3,B000KEPC7M,5.0
11279,A303U1MOXG5R1F,B000KEPC7M,4.0
11300,A1S3C5OFU508P3,B000KEPC7M,5.0
11455,A1I2O9Y3X3HXLS,B00005X3Z7,4.0
11457,A13OFOB1394G31,B00005X3Z7,4.0
11464,AHD101501WCN1,188301106X,5.0
11472,AUHG8KSHI529U,188301106X,5.0
11473,A1XTWXIMUCDGQE,188301106X,5.0
11478,A1I2O9Y3X3HXLS,0743471466,5.0
11484,A14OJS0VWMOSWO,0743471466,5.0
11488,A2CR57GAJKNWVV,0743471466,3.0
11509,A2XRMQA6PJ5ZJ8,B00005X3ZX,4.0
11512,A3NIQK6ZLYEP1L,B00005X3ZX,5.0
11519,A37XGUQ1VH0XM6,1856279421,4.0
11521,A1BA72K4VK1UN1,0207150761,5.0
11562,A2PR6NXG0PA3KY,0807112984,5.0
11568,A34UTL4AVX80MK,B000HJ6E5Y,4.0
11599,A20IIR0422G3A5,B000MY03IS,4.0
11600,A2CW9IQAPFEYLM,B000MY03IS,5.0
11672,A2CW9IQAPFEYLM,0803219768,5.0
11691,AFVQZQ8PW0L,0316806501,4.0
11694,A2VKWLCNZF4ZVB,0316806501,4.0
11718,A2GBJQ9THOYDAJ,0747243557,4.0
11725,A2O5RT4RCC4NU2,0747243557,4.0
11741,A28WJUJF6D2ULA,0747243557,4.0
11778,A2B9Y0WXNSN17U,0521404495,4.0
11784,AQQLWCMRNDFGI,B0000CJHNR,3.0
11795,A3MQXFVZ9DCE8M,B00087U6IQ,2.0
11803,A14OJS0VWMOSWO,0415970563,5.0
11824,A2CR57GAJKNWVV,0743471474,5.0
11836,A1I2O9Y3X3HXLS,0743471474,5.0
11848,A1BXA3SM3AJOKL,0743471474,4.0
11865,A3BH49ZKESHDID,0743471474,3.0
11871,A14OJS0VWMOSWO,0743471474,5.0
11878,A14OJS0VWMOSWO,1890626503,5.0
11886,AI37YX1U4KB1L,1890626503,4.0
11894,A14OJS0VWMOSWO,0824754964,5.0
11895,A3MV1KKHX51FYT,B000N1ZWS6,5.0
11898,A2CR57GAJKNWVV,0373690983,5.0
11902,A14OJS0VWMOSWO,1574883275,5.0
11903,A3RFXU3P0XKKF4,1574883275,3.0
11912,A13G1TKIKHGV3F,0439399629,5.0
11941,AG35NEEFCMQVR,0521531047,4.0
11956,A2OJW07GQRNJUT,B00088UKSQ,5.0
11966,A34UTL4AVX80MK,B000J0LGN6,5.0
11980,A3MV1KKHX51FYT,1883011078,5.0
11992,AUEY946M1L939,1858336473,3.0
11995,AUTBHG6070SL4,B000PDFO2Q,5.0
11998,A2CR57GAJKNWVV,B000PDFO2Q,4.0
12003,A1M4NJYP0WNL8Q,B000PDFO2Q,5.0
12007,A2GBJQ9THOYDAJ,B000PDFO2Q,5.0
12008,A13OFOB1394G31,B000PDFO2Q,5.0
12046,AUTBHG6070SL4,B000PDFO2Q,5.0
12050,A3OJAWIMUKNHTP,B000PDFO2Q,5.0
12083,A3KF4IP2MUS8QQ,B000PDFO2Q,5.0
12090,AU6DIIDZK2OQM,B000PDFO2Q,5.0
12099,AJDYDG7YZY9QL,B000PDFO2Q,5.0
12121,A13OFOB1394G31,B000PDFO2Q,5.0
12122,A13OFOB1394G31,B000PDFO2Q,5.0
12133,A16QODENBJVUI1,B000PDFO2Q,5.0
12184,A1BMKEJ61X57EU,B0006EXCU0,5.0
12190,A2W7WH9V5OKUA9,B000J1MXCI,5.0
12195,AHD101501WCN1,B000IOJ4M8,4.0
12198,A2BZCHIDR5FTYA,141373037X,5.0
12334,A3O2RCKAMSE9X7,158855032X,5.0
12338,A3EOHYIHQM3KK,158855032X,5.0
12339,A1XTWXIMUCDGQE,158855032X,5.0
12342,A319KYEIAZ3SON,158855032X,4.0
12346,AT2R7ZVT7QYOU,158855032X,4.0
12363,AHXAPVSHPJ6OJ,158855032X,4.0
